,image_path,class_label
396,images/train/396.jpeg,saree
397,images/train/397.jpeg,saree
398,images/train/398.jpeg,saree
399,images/train/399.jpeg,saree
400,images/train/400.jpeg,saree
401,images/train/401.jpeg,saree
402,images/train/402.jpeg,saree
403,images/train/403.jpeg,saree
404,images/train/404.jpeg,saree
405,images/train/405.jpeg,saree
406,images/train/406.jpeg,saree
407,images/train/407.jpeg,saree
408,images/train/408.jpeg,saree
409,images/train/409.jpeg,saree
410,images/train/410.jpeg,saree
411,images/train/411.jpeg,saree
412,images/train/412.jpeg,saree
413,images/train/413.jpeg,saree
414,images/train/414.jpeg,saree
415,images/train/415.jpeg,saree
416,images/train/416.jpeg,saree
417,images/train/417.jpeg,saree
418,images/train/418.jpeg,saree
419,images/train/419.jpeg,saree
420,images/train/420.jpeg,saree
421,images/train/421.jpeg,saree
422,images/train/422.jpeg,saree
423,images/train/423.jpeg,saree
424,images/train/424.jpeg,saree
425,images/train/425.jpeg,saree
426,images/train/426.jpeg,saree
427,images/train/427.jpeg,saree
428,images/train/428.jpeg,saree
429,images/train/429.jpeg,saree
430,images/train/430.jpeg,saree
431,images/train/431.jpeg,saree
432,images/train/432.jpeg,saree
433,images/train/433.jpeg,saree
434,images/train/434.jpeg,saree
435,images/train/435.jpeg,saree
436,images/train/436.jpeg,saree
437,images/train/437.jpeg,saree
438,images/train/438.jpeg,saree
439,images/train/439.jpeg,saree
440,images/train/440.jpeg,saree
441,images/train/441.jpeg,saree
442,images/train/442.jpeg,saree
443,images/train/443.jpeg,saree
444,images/train/444.jpeg,saree
445,images/train/445.jpeg,saree
446,images/train/446.jpeg,saree
447,images/train/447.jpeg,saree
448,images/train/448.jpeg,saree
449,images/train/449.jpeg,saree
450,images/train/450.jpeg,saree
451,images/train/451.jpeg,saree
452,images/train/452.jpeg,saree
453,images/train/453.jpeg,saree
454,images/train/454.jpeg,saree
455,images/train/455.jpeg,saree
456,images/train/456.jpeg,saree
457,images/train/457.jpeg,saree
458,images/train/458.jpeg,saree
459,images/train/459.jpeg,saree
460,images/train/460.jpeg,saree
461,images/train/461.jpeg,saree
462,images/train/462.jpeg,saree
463,images/train/463.jpeg,saree
464,images/train/464.jpeg,saree
465,images/train/465.jpeg,saree
466,images/train/466.jpeg,saree
467,images/train/467.jpeg,saree
468,images/train/468.jpeg,saree
469,images/train/469.jpeg,saree
470,images/train/470.jpeg,saree
471,images/train/471.jpeg,saree
472,images/train/472.jpeg,saree
473,images/train/473.jpeg,saree
474,images/train/474.jpeg,saree
475,images/train/475.jpeg,saree
476,images/train/476.jpeg,saree
477,images/train/477.jpeg,saree
478,images/train/478.jpeg,saree
479,images/train/479.jpeg,saree
480,images/train/480.jpeg,saree
481,images/train/481.jpeg,saree
482,images/train/482.jpeg,saree
483,images/train/483.jpeg,saree
484,images/train/484.jpeg,saree
485,images/train/485.jpeg,saree
486,images/train/486.jpeg,saree
487,images/train/487.jpeg,saree
488,images/train/488.jpeg,saree
489,images/train/489.jpeg,saree
490,images/train/490.jpeg,saree
491,images/train/491.jpeg,saree
492,images/train/492.jpeg,saree
493,images/train/493.jpeg,saree
494,images/train/494.jpeg,saree
495,images/train/495.jpeg,saree
496,images/train/496.jpeg,saree
497,images/train/497.jpeg,saree
498,images/train/498.jpeg,saree
499,images/train/499.jpeg,saree
500,images/train/500.jpeg,saree
501,images/train/501.jpeg,saree
502,images/train/502.jpeg,saree
503,images/train/503.jpeg,saree
504,images/train/504.jpeg,saree
505,images/train/505.jpeg,saree
506,images/train/506.jpeg,saree
507,images/train/507.jpeg,saree
508,images/train/508.jpeg,saree
509,images/train/509.jpeg,saree
510,images/train/510.jpeg,saree
511,images/train/511.jpeg,saree
512,images/train/512.jpeg,saree
513,images/train/513.jpeg,saree
514,images/train/514.jpeg,saree
515,images/train/515.jpeg,saree
516,images/train/516.jpeg,saree
517,images/train/517.jpeg,saree
518,images/train/518.jpeg,saree
519,images/train/519.jpeg,saree
520,images/train/520.jpeg,saree
521,images/train/521.jpeg,saree
522,images/train/522.jpeg,saree
523,images/train/523.jpeg,saree
524,images/train/524.jpeg,saree
525,images/train/525.jpeg,saree
526,images/train/526.jpeg,saree
527,images/train/527.jpeg,saree
528,images/train/528.jpeg,saree
529,images/train/529.jpeg,saree
530,images/train/530.jpeg,saree
531,images/train/531.jpeg,saree
532,images/train/532.jpeg,saree
533,images/train/533.jpeg,saree
534,images/train/534.jpeg,saree
535,images/train/535.jpeg,saree
536,images/train/536.jpeg,saree
537,images/train/537.jpeg,saree
538,images/train/538.jpeg,saree
539,images/train/539.jpeg,saree
540,images/train/540.jpeg,saree
541,images/train/541.jpeg,saree
542,images/train/542.jpeg,saree
543,images/train/543.jpeg,saree
544,images/train/544.jpeg,saree
545,images/train/545.jpeg,saree
546,images/train/546.jpeg,saree
547,images/train/547.jpeg,saree
548,images/train/548.jpeg,saree
549,images/train/549.jpeg,saree
550,images/train/550.jpeg,saree
551,images/train/551.jpeg,saree
552,images/train/552.jpeg,saree
553,images/train/553.jpeg,saree
554,images/train/554.jpeg,saree
555,images/train/555.jpeg,saree
556,images/train/556.jpeg,saree
557,images/train/557.jpeg,saree
558,images/train/558.jpeg,saree
559,images/train/559.jpeg,saree
560,images/train/560.jpeg,saree
561,images/train/561.jpeg,saree
562,images/train/562.jpeg,saree
563,images/train/563.jpeg,saree
564,images/train/564.jpeg,saree
565,images/train/565.jpeg,saree
566,images/train/566.jpeg,saree
567,images/train/567.jpeg,saree
568,images/train/568.jpeg,saree
569,images/train/569.jpeg,saree
570,images/train/570.jpeg,saree
571,images/train/571.jpeg,saree
572,images/train/572.jpeg,saree
573,images/train/573.jpeg,saree
574,images/train/574.jpeg,saree
575,images/train/575.jpeg,saree
576,images/train/576.jpeg,saree
577,images/train/577.jpeg,saree
578,images/train/578.jpeg,saree
579,images/train/579.jpeg,saree
580,images/train/580.jpeg,saree
581,images/train/581.jpeg,saree
582,images/train/582.jpeg,saree
583,images/train/583.jpeg,saree
584,images/train/584.jpeg,saree
585,images/train/585.jpeg,saree
586,images/train/586.jpeg,saree
587,images/train/587.jpeg,saree
588,images/train/588.jpeg,saree
589,images/train/589.jpeg,saree
590,images/train/590.jpeg,saree
591,images/train/591.jpeg,saree
592,images/train/592.jpeg,saree
593,images/train/593.jpeg,saree
594,images/train/594.jpeg,saree
595,images/train/595.jpeg,saree
596,images/train/596.jpeg,saree
597,images/train/597.jpeg,saree
598,images/train/598.jpeg,saree
599,images/train/599.jpeg,saree
600,images/train/600.jpeg,saree
601,images/train/601.jpeg,saree
602,images/train/602.jpeg,saree
603,images/train/603.jpeg,saree
604,images/train/604.jpeg,saree
605,images/train/605.jpeg,saree
606,images/train/606.jpeg,saree
607,images/train/607.jpeg,saree
608,images/train/608.jpeg,saree
609,images/train/609.jpeg,saree
610,images/train/610.jpeg,saree
611,images/train/611.jpeg,saree
612,images/train/612.jpeg,saree
613,images/train/613.jpeg,saree
614,images/train/614.jpeg,saree
615,images/train/615.jpeg,saree
616,images/train/616.jpeg,saree
617,images/train/617.jpeg,saree
618,images/train/618.jpeg,saree
619,images/train/619.jpeg,saree
620,images/train/620.jpeg,saree
621,images/train/621.jpeg,saree
622,images/train/622.jpeg,saree
623,images/train/623.jpeg,saree
624,images/train/624.jpeg,saree
625,images/train/625.jpeg,saree
626,images/train/626.jpeg,saree
627,images/train/627.jpeg,saree
628,images/train/628.jpeg,saree
629,images/train/629.jpeg,saree
630,images/train/630.jpeg,saree
631,images/train/631.jpeg,saree
632,images/train/632.jpeg,saree
633,images/train/633.jpeg,saree
634,images/train/634.jpeg,saree
635,images/train/635.jpeg,saree
636,images/train/636.jpeg,saree
637,images/train/637.jpeg,saree
638,images/train/638.jpeg,saree
639,images/train/639.jpeg,saree
640,images/train/640.jpeg,saree
641,images/train/641.jpeg,saree
642,images/train/642.jpeg,saree
643,images/train/643.jpeg,saree
644,images/train/644.jpeg,saree
645,images/train/645.jpeg,saree
646,images/train/646.jpeg,saree
647,images/train/647.jpeg,saree
648,images/train/648.jpeg,saree
649,images/train/649.jpeg,saree
650,images/train/650.jpeg,saree
651,images/train/651.jpeg,saree
652,images/train/652.jpeg,saree
653,images/train/653.jpeg,saree
654,images/train/654.jpeg,saree
655,images/train/655.jpeg,saree
656,images/train/656.jpeg,saree
657,images/train/657.jpeg,saree
658,images/train/658.jpeg,saree
659,images/train/659.jpeg,saree
660,images/train/660.jpeg,saree
661,images/train/661.jpeg,saree
662,images/train/662.jpeg,saree
663,images/train/663.jpeg,saree
664,images/train/664.jpeg,saree
665,images/train/665.jpeg,saree
666,images/train/666.jpeg,saree
667,images/train/667.jpeg,saree
668,images/train/668.jpeg,saree
669,images/train/669.jpeg,saree
670,images/train/670.jpeg,saree
671,images/train/671.jpeg,saree
672,images/train/672.jpeg,saree
673,images/train/673.jpeg,saree
674,images/train/674.jpeg,saree
675,images/train/675.jpeg,saree
676,images/train/676.jpeg,saree
677,images/train/677.jpeg,saree
678,images/train/678.jpeg,saree
679,images/train/679.jpeg,saree
680,images/train/680.jpeg,saree
681,images/train/681.jpeg,saree
682,images/train/682.jpeg,saree
683,images/train/683.jpeg,saree
684,images/train/684.jpeg,saree
685,images/train/685.jpeg,saree
686,images/train/686.jpeg,saree
687,images/train/687.jpeg,saree
688,images/train/688.jpeg,saree
689,images/train/689.jpeg,saree
690,images/train/690.jpeg,saree
691,images/train/691.jpeg,saree
692,images/train/692.jpeg,saree
693,images/train/693.jpeg,saree
694,images/train/694.jpeg,saree
695,images/train/695.jpeg,saree
696,images/train/696.jpeg,saree
697,images/train/697.jpeg,saree
698,images/train/698.jpeg,saree
699,images/train/699.jpeg,saree
700,images/train/700.jpeg,saree
701,images/train/701.jpeg,saree
702,images/train/702.jpeg,saree
703,images/train/703.jpeg,saree
704,images/train/704.jpeg,saree
705,images/train/705.jpeg,saree
706,images/train/706.jpeg,saree
707,images/train/707.jpeg,saree
708,images/train/708.jpeg,saree
709,images/train/709.jpeg,saree
710,images/train/710.jpeg,saree
711,images/train/711.jpeg,saree
712,images/train/712.jpeg,saree
713,images/train/713.jpeg,saree
714,images/train/714.jpeg,saree
715,images/train/715.jpeg,saree
716,images/train/716.jpeg,saree
717,images/train/717.jpeg,saree
718,images/train/718.jpeg,saree
719,images/train/719.jpeg,saree
720,images/train/720.jpeg,saree
721,images/train/721.jpeg,saree
722,images/train/722.jpeg,saree
723,images/train/723.jpeg,saree
724,images/train/724.jpeg,saree
725,images/train/725.jpeg,saree
726,images/train/726.jpeg,saree
727,images/train/727.jpeg,saree
728,images/train/728.jpeg,saree
729,images/train/729.jpeg,saree
730,images/train/730.jpeg,saree
731,images/train/731.jpeg,saree
732,images/train/732.jpeg,saree
733,images/train/733.jpeg,saree
734,images/train/734.jpeg,saree
735,images/train/735.jpeg,saree
736,images/train/736.jpeg,saree
737,images/train/737.jpeg,saree
738,images/train/738.jpeg,saree
739,images/train/739.jpeg,saree
740,images/train/740.jpeg,saree
741,images/train/741.jpeg,saree
742,images/train/742.jpeg,saree
743,images/train/743.jpeg,saree
744,images/train/744.jpeg,saree
745,images/train/745.jpeg,saree
746,images/train/746.jpeg,saree
747,images/train/747.jpeg,saree
748,images/train/748.jpeg,saree
749,images/train/749.jpeg,saree
750,images/train/750.jpeg,saree
751,images/train/751.jpeg,saree
752,images/train/752.jpeg,saree
753,images/train/753.jpeg,saree
754,images/train/754.jpeg,saree
755,images/train/755.jpeg,saree
756,images/train/756.jpeg,saree
757,images/train/757.jpeg,saree
758,images/train/758.jpeg,saree
759,images/train/759.jpeg,saree
760,images/train/760.jpeg,saree
761,images/train/761.jpeg,saree
762,images/train/762.jpeg,saree
763,images/train/763.jpeg,saree
764,images/train/764.jpeg,saree
765,images/train/765.jpeg,saree
766,images/train/766.jpeg,saree
767,images/train/767.jpeg,saree
768,images/train/768.jpeg,saree
769,images/train/769.jpeg,saree
770,images/train/770.jpeg,saree
771,images/train/771.jpeg,saree
772,images/train/772.jpeg,saree
773,images/train/773.jpeg,saree
774,images/train/774.jpeg,saree
775,images/train/775.jpeg,saree
776,images/train/776.jpeg,saree
777,images/train/777.jpeg,saree
778,images/train/778.jpeg,saree
779,images/train/779.jpeg,saree
780,images/train/780.jpeg,saree
781,images/train/781.jpeg,saree
782,images/train/782.jpeg,saree
783,images/train/783.jpeg,saree
784,images/train/784.jpeg,saree
785,images/train/785.jpeg,saree
786,images/train/786.jpeg,saree
787,images/train/787.jpeg,saree
788,images/train/788.jpeg,saree
789,images/train/789.jpeg,saree
790,images/train/790.jpeg,saree
791,images/train/791.jpeg,saree
792,images/train/792.jpeg,saree
793,images/train/793.jpeg,saree
794,images/train/794.jpeg,saree
795,images/train/795.jpeg,saree
796,images/train/796.jpeg,saree
797,images/train/797.jpeg,saree
798,images/train/798.jpeg,saree
799,images/train/799.jpeg,saree
800,images/train/800.jpeg,saree
801,images/train/801.jpeg,saree
802,images/train/802.jpeg,saree
803,images/train/803.jpeg,saree
804,images/train/804.jpeg,saree
805,images/train/805.jpeg,saree
806,images/train/806.jpeg,saree
807,images/train/807.jpeg,saree
808,images/train/808.jpeg,saree
809,images/train/809.jpeg,saree
810,images/train/810.jpeg,saree
811,images/train/811.jpeg,saree
812,images/train/812.jpeg,saree
813,images/train/813.jpeg,saree
814,images/train/814.jpeg,saree
815,images/train/815.jpeg,saree
816,images/train/816.jpeg,saree
817,images/train/817.jpeg,saree
818,images/train/818.jpeg,saree
819,images/train/819.jpeg,saree
820,images/train/820.jpeg,saree
821,images/train/821.jpeg,saree
822,images/train/822.jpeg,saree
823,images/train/823.jpeg,saree
824,images/train/824.jpeg,saree
825,images/train/825.jpeg,saree
826,images/train/826.jpeg,saree
827,images/train/827.jpeg,saree
828,images/train/828.jpeg,saree
829,images/train/829.jpeg,saree
830,images/train/830.jpeg,saree
831,images/train/831.jpeg,saree
832,images/train/832.jpeg,saree
833,images/train/833.jpeg,saree
834,images/train/834.jpeg,saree
835,images/train/835.jpeg,saree
836,images/train/836.jpeg,saree
837,images/train/837.jpeg,saree
838,images/train/838.jpeg,saree
839,images/train/839.jpeg,saree
840,images/train/840.jpeg,saree
841,images/train/841.jpeg,saree
842,images/train/842.jpeg,saree
843,images/train/843.jpeg,saree
844,images/train/844.jpeg,saree
845,images/train/845.jpeg,saree
846,images/train/846.jpeg,saree
847,images/train/847.jpeg,saree
848,images/train/848.jpeg,saree
849,images/train/849.jpeg,saree
850,images/train/850.jpeg,saree
851,images/train/851.jpeg,saree
852,images/train/852.jpeg,saree
853,images/train/853.jpeg,saree
854,images/train/854.jpeg,saree
855,images/train/855.jpeg,saree
856,images/train/856.jpeg,saree
857,images/train/857.jpeg,saree
858,images/train/858.jpeg,saree
859,images/train/859.jpeg,saree
860,images/train/860.jpeg,saree
861,images/train/861.jpeg,saree
862,images/train/862.jpeg,saree
863,images/train/863.jpeg,saree
864,images/train/864.jpeg,saree
865,images/train/865.jpeg,saree
866,images/train/866.jpeg,saree
867,images/train/867.jpeg,saree
868,images/train/868.jpeg,saree
869,images/train/869.jpeg,saree
870,images/train/870.jpeg,saree
871,images/train/871.jpeg,saree
872,images/train/872.jpeg,saree
